"","id","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","group"
"3044",12159247,"Sunny Stylish Apt 3 minutes to subway",25137938,"Karen","Yonge-Eglinton",43.70808,-79.40046,3,80,1,229,14,5.03,1,19,3
"3045",12171838,"Entire 2BDRM Apt in The Heart of Little Italy",41257294,"Rick&Judy","Trinity-Bellwoods",43.6546,-79.41431,1,274,2,12,918,0.27,2,0,1
"3046",12173623,"Elegant 1 Bedroom with Lake & CN tower view",55357443,"Rakesh","Waterfront Communities-The Island",43.64257,-79.3818,1,219,1,25,167,0.56,58,209,2
"3047",12175346,"Charming 1 Bedroom in Little Italy",33494303,"Daria","Trinity-Bellwoods",43.65438,-79.41638,1,125,2,19,173,0.41,1,364,2
"3048",12175657,"Home with beautiful flower garden !",65416939,"Elaine","Dovercourt-Wallace Emerson-Junction",43.66167,-79.45345,3,49,4,10,187,0.3,1,0,2
"3049",12200403,"Toronto Downtown in Cabbagetown 3 bdrm home",28562042,"Rebekah","Cabbagetown-South St.James Town",43.66576,-79.36522,1,118,10,6,170,0.14,1,0,2
"3050",12202254,"Lovely clean space, steps to UP train",9958355,"Monika","Dovercourt-Wallace Emerson-Junction",43.65924,-79.44854,3,64,1,30,97,0.72,1,233,2
"3051",12207102,"Your home in Toronto",65646014,"Pierre & Lynda","Clanton Park",43.74443,-79.44885,1,115,2,167,6,3.66,1,258,3
"3052",12207883,"Geeky Paradise with balcony, pool and hot tub!",9854754,"Diana","Bay Street Corridor",43.66289,-79.38619,1,89,2,5,1281,0.11,1,0,1
"3053",12208482,"Luxury Furnished Condo in Downtown Toronto",65655696,"Assem","Waterfront Communities-The Island",43.64374,-79.3919,1,201,2,51,188,1.11,1,0,2
"3054",12208931,"Cozy Bungalow, steps from the lake",65659431,"Jeff","Long Branch",43.5899,-79.53565,1,300,3,3,894,0.07,1,0,1
"3055",12209213,"penthouse one bedroon apartment.",65645181,"Grace","Lansing-Westgate",43.76104,-79.41125,1,135,1,134,45,2.86,1,356,3
"3056",12211908,"Trinity Bellwoods Park family gem - Hosts 9",4423104,"Ricky","Trinity-Bellwoods",43.64873,-79.41354,1,525,4,116,44,2.54,1,12,3
"3057",12222962,"Sunny loft in vibrant and bustling neighbourhood",3013279,"Jennifer","Bay Street Corridor",43.66753,-79.38569,1,200,1,4,1240,0.09,1,0,1
"3058",12224230,"Trendy Designer King West Apartment!",5819896,"Isabelle And Mariusz","Niagara",43.64257,-79.40594,1,220,2,124,27,2.94,2,278,3
"3059",12224371,"Private room in bustling Entertainment District",8289560,"Nash","Waterfront Communities-The Island",43.64643,-79.40121,3,121,2,4,422,0.22,2,0,1
"3060",12227956,"Richmond/Simcoe condo with terrace!",37514178,"TO Stays","Waterfront Communities-The Island",43.64954,-79.38761,1,150,28,9,77,0.22,13,330,2
"3061",12232822,"3 floor house, modernly renovated A++ Location!",26764271,"Noosh","Willowdale West",43.77238,-79.42858,1,160,3,16,230,0.36,4,213,4
"3062",12233086,"Central Danforth Apartment secs. from Subway",8903918,"Alex & Sara","Danforth",43.68323,-79.33036,1,85,28,38,55,0.84,1,269,2
"3063",12243222,"Apartment in High Park area of T.O.",47582177,"Kirsten And Geoff","High Park-Swansea",43.64889,-79.45389,1,76,3,87,84,1.87,1,117,2
"3064",12246555,"Luxurious Downtown Condo",65918400,"Tyler","Waterfront Communities-The Island",43.64763,-79.388,1,114,180,12,1131,0.26,1,173,1
"3065",12249182,"Great Location, Executive Townhome, King St. West",65938554,"Christopher","Niagara",43.64335,-79.41259,3,76,2,12,183,0.26,1,363,2
"3066",12273993,"2-story Penthouse Loft Downtown Lake/City Views",15912223,"Sam","Waterfront Communities-The Island",43.6406,-79.39623,1,939,1,112,15,3.02,15,82,3
"3067",12283185,"Elegant 1 br suite in Corso Italia",66185734,"Jeff","Corso Italia-Davenport",43.68236,-79.4563,1,49,1,3,878,0.07,1,0,1
"3068",12285791,"""Best Room in the Annex"" - Room & Garden Magazine",1476027,"Dmitry","Annex",43.67451,-79.40851,3,65,2,41,455,0.97,1,365,2
"3069",12289133,"Blissed - Luxury Executive Condo Yorkville",5988339,"Toronto Luxury Suites","Annex",43.67232,-79.38882,1,130,30,1,1294,0.02,19,349,1
"3070",12289410,"Private Modern Suite in Leslieville",21729670,"Sara","Greenwood-Coxwell",43.66686,-79.32249,1,72,2,164,12,3.57,1,260,3
"3071",12290314,"Take in Panoramic City Views from a Sophisticated Condominium",66236699,"Jeffery","Bay Street Corridor",43.65391,-79.38273,1,155,2,339,13,7.27,1,235,3
"3072",12291533,"Ultimate location - Cosy 1 BDR",6960460,"Axelle","Waterfront Communities-The Island",43.64655,-79.39114,1,180,5,1,1372,0.02,1,0,1
"3073",12293164,"Stylish modern condo Sheppard Yonge",17383310,"Cathy","Willowdale East",43.7606,-79.40953,1,129,60,28,42,0.64,1,228,4
"3074",12298825,"1 BR Basement Apt downtown east",66303736,"Sarah","South Riverdale",43.66472,-79.33773,1,42,5,2,1384,0.04,1,0,1
"3075",12301555,"Suite Toronto - Luxury Condo",4232814,"Oscar","Waterfront Communities-The Island",43.64197,-79.3817,1,99,1,443,27,9.67,2,249,3
"3076",12307356,"1BR Condo in Downtown Toronto",66365163,"Adi","Waterfront Communities-The Island",43.63807,-79.39942,1,115,1,2,1361,0.04,1,0,1
"3077",12307992,"Stunning Victorian Home at DT with a Private Yard",38755248,"Zoe","Annex",43.66679,-79.41636,3,87,3,39,45,0.9,1,363,2
"3078",12308341,"Spacious 2-BR 2-bath - Steps to the Eaton Center",12478688,"Ray","Bay Street Corridor",43.65763,-79.382,1,148,12,10,35,0.21,8,346,2
"3079",12309629,"Beautiful home in Roncy",2599250,"Ryan","Roncesvalles",43.64665,-79.44146,1,141,7,2,1044,0.05,1,0,1
"3080",12318667,"Unique Above Garage Loft",13066292,"Jose","Little Portugal",43.64934,-79.43162,1,93,1,261,13,5.67,15,328,3
"3081",12324895,"Great room+private bath DT Toronto",17221273,"Di","Cabbagetown-South St.James Town",43.66624,-79.37662,3,50,1,4,1390,0.09,1,0,1
"3082",12337986,"Authentic, chic, open concept loft",48095714,"Karyn","Palmerston-Little Italy",43.65721,-79.40885,1,179,1,306,2,6.57,1,316,3
"3083",12343435,"Condo - Spectacular view of Toronto",66643034,"Michael","Waterfront Communities-The Island",43.64131,-79.38261,1,251,2,175,17,3.83,1,149,3
"3084",12357252,"Lovely room in modern home",6599232,"Karen","Annex",43.67065,-79.42107,3,65,2,5,252,0.11,1,90,2
"3085",12360813,"Bright, Sunny, Modern 2 bdrm condo",869773,"Andrew","Cabbagetown-South St.James Town",43.66705,-79.37162,1,109,5,1,1193,0.03,1,0,1
"3086",12363746,"Cozy suite- Centre of Downtown T.O!",66786860,"Town","Church-Yonge Corridor",43.66984,-79.38178,1,148,2,2,1266,0.05,1,0,1
"3087",12367262,"Apartment in Trendy Leslieville!",25537948,"David","Greenwood-Coxwell",43.67442,-79.32857,1,76,6,37,35,0.83,1,153,2
"3088",12367878,"Luxury condo in the heart of North York",66822400,"Angelica","Willowdale East",43.75739,-79.40501,1,130,1,82,5,1.76,1,358,4
"3089",12379483,"Beautiful 3-Storey Lofty Townhouse for Rent!",3251808,"Gillian","Dovercourt-Wallace Emerson-Junction",43.66536,-79.44601,1,175,2,6,1257,0.14,1,0,1
"3090",12380285,"Cozy Entire 1 Bedroom Parkdale Apartment.",38542351,"Bianca","South Parkdale",43.63861,-79.43305,1,73,1,95,62,6.67,1,25,3
"3091",12382195,"Stunning Studio in Leslieville with Free Parking",24593297,"Brenda","Greenwood-Coxwell",43.66538,-79.32479,1,99,2,108,17,2.34,2,341,3
"3092",12384157,"Trendy Loft - Heart of Entertainment District",66938766,"Michael","Waterfront Communities-The Island",43.64313,-79.40032,1,449,3,11,552,0.27,1,0,1
"3093",12394667,"Room on Lake Ontario Dowtn Toronto",21314181,"Mahinaz","Niagara",43.63301,-79.39899,3,76,2,29,45,0.64,1,365,2
"3094",12396450,"Modern Apartment & Private Parking",2929685,"Alex","Niagara",43.6353,-79.40386,1,270,1,122,9,2.64,1,286,3
"3095",12406747,"Downtown Amazingly Furnished Condo",67092703,"Wcm","Waterfront Communities-The Island",43.64398,-79.39149,1,190,2,43,611,0.92,4,0,1
"3096",12409422,"Basement suite in upper beaches",12224168,"Robert","East End-Danforth",43.6843,-79.29522,1,58,365,5,1263,0.11,1,180,1
"3097",12410022,"1 Block from TIFF, Blue Jays & Convention Center",19537956,"Terence","Waterfront Communities-The Island",43.64479,-79.39025,1,110,2,110,44,3.3,1,13,3
"3098",12413121,"Downtown Toronto Victorian off Bloor",17828630,"Leonard","Annex",43.66578,-79.41417,1,129,1,47,174,2.2,1,0,2
"3099",12421456,"Sunny, simple room",67185985,"Esther","Palmerston-Little Italy",43.6608,-79.41857,3,25,1,1,1398,0.02,1,0,1
"3100",12422098,"Nice bedroom For Rent Near coxwell Subway Station",52477674,"Mike","Woodbine Corridor",43.68457,-79.3175,3,40,1,11,89,0.25,12,167,4
"3101",12428447,"Clean and cozy one bedroom",9487518,"Neesa","North Riverdale",43.67106,-79.3445,1,80,2,21,289,0.57,1,200,2
"3102",12442932,"High-level Lakeview DT Toronto 1 Private Bedroom",9906331,"Viola","Waterfront Communities-The Island",43.63994,-79.39475,3,150,2,13,173,0.45,1,14,2
"3103",12446620,"Downtown Modern Apartment with Private Patio",12847925,"Cristiana","Waterfront Communities-The Island",43.643,-79.40046,1,99,3,34,957,0.74,1,0,1
"3104",12447108,"100% walking score CN Tower, Rogers Center & MTCC!",67340276,"Stella","Waterfront Communities-The Island",43.6439,-79.3904,1,99,1,492,6,10.92,1,210,3
"3105",12454490,"Luxury Downtown 2 Bedroom Condo",67386890,"Chris","Bay Street Corridor",43.66208,-79.38671,1,118,2,28,1267,0.61,1,0,1
"3106",12463930,"Family home available December 2016",2159683,"Jessie","Blake-Jones",43.68087,-79.3332,1,150,4,1,1144,0.03,1,0,1
"3107",12465306,"private room 1",32563638,"Yanfu","Newtonbrook East",43.78767,-79.41532,3,87,5,6,1057,0.14,3,89,4
"3108",12468378,"Charming 3BR Victorian Downtown",11949507,"Tiberius And Eduard","Moss Park",43.65935,-79.36746,1,349,2,91,31,2.31,1,310,2
"3109",12469602,"Peaceful Retreat by the Beach",14749364,"Vivian","The Beaches",43.6703,-79.29068,1,150,3,79,76,1.72,2,360,2
"3110",12470186,"Sweet Lil Suite in Great Location",54784899,"Cindy And Jay","Dovercourt-Wallace Emerson-Junction",43.66062,-79.4339,1,89,4,38,139,0.82,2,8,2
"3111",12491241,"Comfy house in family neighbourhood",3118660,"Zoltan","High Park-Swansea",43.64999,-79.47493,1,231,14,13,134,0.32,1,65,2
"3112",12515733,"W.H. Smith Book Factory Flat",14247994,"Kayla","Trinity-Bellwoods",43.64608,-79.41901,1,184,2,59,6,1.34,1,0,2
"3113",12517235,"Nice room in a great location",67656880,"Connie","Bay Street Corridor",43.64949,-79.38676,3,95,2,107,264,2.32,1,0,2
"3114",12523599,"Stylish One of Kind, 12min. walks to Finch SubwayB",2479385,"Winny","Newtonbrook East",43.78363,-79.40305,3,34,1,38,219,0.82,5,89,4
"3115",12523798,"Luxury2Bed2BathNext to FourSeasonHotel/",67841338,"Lavish Home","Annex",43.67239,-79.38898,1,195,2,102,10,2.21,1,0,2
"3116",12537334,"Luxury 1 BR Suite in ❤️ of Downtown near CN☆Tower",16290105,"Mark","Waterfront Communities-The Island",43.64453,-79.3884,1,318,1,4,44,0.23,11,280,2
"3117",12540799,"The Grange",32789999,"Mandana","Kensington-Chinatown",43.65256,-79.39673,3,60,1,3,1356,0.07,1,0,1
"3118",12541588,"Central modern apt w/ laundry facilities in suite",2680451,"Shona","Dovercourt-Wallace Emerson-Junction",43.67366,-79.43628,1,49,28,93,13,2.09,1,130,2
"3119",12542966,"Adventurers  Business Travellers Beach Home",875967,"Aeriol","Greenwood-Coxwell",43.66875,-79.32225,3,54,3,56,42,1.24,1,89,4
"3120",12544082,"Spacious room in a parkside house",51258214,"Jane","Mount Pleasant West",43.70121,-79.3896,3,99,60,7,1048,0.15,2,364,1
"3121",12545726,"Beautiful. modern, right in the downtown core",26631575,"Chris","Bay Street Corridor",43.65312,-79.37961,1,110,1,8,160,0.17,3,0,2
"3122",12545884,"Comfy front room,  vintage style",1225477,"Mark","Trinity-Bellwoods",43.65306,-79.41805,3,41,100,11,58,0.29,5,194,2
"3123",12556575,"Little Italy - Bright and huge room",2710928,"Jara","Trinity-Bellwoods",43.65497,-79.41207,3,34,1,1,1354,0.02,1,0,1
"3124",12556850,"Quiet oasis in the heart of Kensington Market",2505410,"Elise","Kensington-Chinatown",43.65676,-79.40183,3,68,2,41,722,0.94,2,0,1
"3125",12557121,"Spacious 1 BR in Uptown Toronto",68063974,"Mali","Mount Pleasant West",43.71146,-79.39573,1,105,2,39,83,0.84,1,344,2
"3126",12562198,"Sunny Loft Queen West Downtown",56386621,"Madeline","Little Portugal",43.64669,-79.42577,3,72,1,16,1293,0.35,1,0,1
"3127",12567333,"Private room near Pearson Airport",16423325,"Chioma","Mount Olive-Silverstone-Jamestown",43.75147,-79.58064,3,70,30,12,133,0.35,1,179,2
"3128",12567415,"Awesome Family Home - Roncesvalles Village",2156289,"Julie","Roncesvalles",43.65414,-79.44922,1,200,3,11,185,0.5,1,0,2
"3129",12568616,"The 108 (Midtown Toronto, Free parking)",25609138,"Christine","Annex",43.67553,-79.4019,1,110,3,126,15,2.76,1,332,3
"3130",12583311,"Beautiful family friendly home.",48808021,"Sarah","Broadview North",43.69066,-79.35423,1,130,3,2,543,0.11,1,0,1
"3131",12584857,"Loft living at its best.  Central Location",21245388,"James & Julie","Niagara",43.64183,-79.41136,1,200,90,9,510,0.2,14,318,2
"3132",12585239,"Excitement at your door!",21245388,"James & Julie","Waterfront Communities-The Island",43.64397,-79.39153,1,200,5,147,101,3.2,14,43,3
"3133",12586974,"Private Room Downtown Toronto",68270605,"Laureen","Moss Park",43.65324,-79.36827,3,50,30,1,1359,0.02,1,0,1
"3134",12589422,"Quiet, Private, 1 BR Apt @ Boardwalk / Beach",20533209,"Jennifer","The Beaches",43.66935,-79.29416,1,125,3,39,26,1.55,1,243,2
"3135",12601044,"Best view and location in Toronto",7729093,"Josh","Waterfront Communities-The Island",43.64258,-79.38343,1,380,2,7,1279,0.15,1,0,1
"3136",12601766,"Split Level West Junction Apartment",4717956,"Roozbeh","Rockcliffe-Smythe",43.66963,-79.48688,1,144,2,53,30,1.16,2,343,2
"3137",12602468,"Walk to CN Tower from Cozy, Modern Condo @14 york",64350611,"Debbie","Waterfront Communities-The Island",43.64195,-79.38149,1,327,1,373,166,8.05,3,328,3
"3138",12605832,"Rustic-Chic Condo with a Lake-view Balcony",760604,"Justin & Ashley","Niagara",43.63826,-79.41589,1,265,2,164,26,3.62,1,357,3
"3139",12606939,"Bright Renovated  Private Room in the Annex",49028111,"Ramin","Palmerston-Little Italy",43.66192,-79.4144,3,45,2,49,50,1.11,3,35,2
"3140",12610313,"Sunset Views - (1 Bed + Den Apartment)",17463231,"Chris","Bayview Village",43.76466,-79.38255,1,99,3,5,1254,0.11,1,0,1
"3141",12622496,"Bright 2 bdr apt - trendy Ossington",262268,"Roberto","Trinity-Bellwoods",43.64758,-79.41991,1,150,2,2,1258,0.05,2,0,1
"3142",12622930,"Private oasis near Queen West",45439305,"Gwen","Little Portugal",43.64532,-79.4325,3,60,1,9,1280,0.2,1,0,1
"3143",12628682,"Modern House in Little Portugal",8760371,"Jenn And Rowan","Little Portugal",43.64889,-79.43791,1,175,2,24,97,0.53,1,217,2
"3144",12638454,"Downtown Toronto Bay Street Condo",37993995,"Mishaal","Bay Street Corridor",43.66743,-79.38927,1,121,7,3,1376,0.07,1,0,1
"3145",12640882,"Chinatown and Kensington Market",68652251,"Tamara","Kensington-Chinatown",43.65421,-79.39797,3,65,1,1,293,0.1,1,43,2
"3146",12649297,"A Private Room",17871253,"Ross","Kensington-Chinatown",43.64965,-79.39521,3,110,1,2,550,0.04,1,0,1
"3147",12651922,"Gorgeous 3 Bedroom in Leslieville",1895260,"Alyssa","South Riverdale",43.66593,-79.34715,1,400,3,29,190,0.63,1,196,2
"3148",12654056,"Cottage-like Room with Easy Downtown Access",5532879,"Jennifer","Keelesdale-Eglinton West",43.68318,-79.46189,3,48,2,23,832,0.55,1,0,1
"3149",12655272,"Master Bedroom",61280014,"Haydee","Wychwood",43.68119,-79.42223,3,69,5,20,44,0.45,4,309,2
"3150",12655922,"Single Room",61280014,"Haydee","Wychwood",43.68065,-79.42366,3,53,7,12,171,0.26,4,349,2
"3151",12656399,"Hillcrest Double Room",61280014,"Haydee","Wychwood",43.67916,-79.42285,3,65,7,26,20,0.79,4,365,2
"3152",12667591,"Nice bedroom near subway station on Second floors",52477674,"Mike","Woodbine Corridor",43.68457,-79.3175,3,40,1,6,44,0.16,12,318,4
"3153",12667659,"A Great Family Homebase for Toronto Adventures",68823968,"Howard & Shirley","Casa Loma",43.68037,-79.41715,1,130,2,7,951,0.18,1,0,1
"3154",12668782,"Beautiful shared condo - PERFECT DOWNTOWN LOCATION",68830659,"M. Angie","Waterfront Communities-The Island",43.64198,-79.38291,3,54,2,171,6,6.17,1,27,3
"3155",12680979,"Downtown Toronto - Elm Street Boutique Apartment",47326457,"Nuno","Bay Street Corridor",43.65859,-79.38345,1,150,1,9,28,2.65,4,271,2
"3156",12682834,"Spacious Luxury Condo- Bay St (DT)",33277581,"Boaz","Bay Street Corridor",43.66091,-79.38584,1,209,15,44,155,0.97,1,179,2
"3157",12686160,"Cozy King West Loft",23924225,"Rob","Waterfront Communities-The Island",43.64359,-79.40125,1,99,2,59,15,3.39,2,70,2
"3158",12706822,"**3 beds 1 bath 1 parking**",33842639,"Derrick","Bay Street Corridor",43.66273,-79.38447,1,199,1,191,18,4.21,2,76,3
"3159",12707221,"Family Friendly - Next to Subway/Grocery",49431346,"Suzanne","Danforth",43.68583,-79.3132,1,135,3,5,521,0.11,3,365,2
"3160",12712286,"Explore Ossington Ave from a Brick Rowhouse",13004853,"Sarah","Trinity-Bellwoods",43.65248,-79.4215,1,133,2,184,12,4.21,1,48,3
"3161",12713345,"Private room in Downtown, Toronto!!",68583749,"Marife","Waterfront Communities-The Island",43.64949,-79.368,3,80,2,6,1033,0.13,1,0,1
"3162",12713919,"Closet Room in Loft",13066292,"Jose","Little Portugal",43.64876,-79.43112,3,60,1,81,45,1.76,15,0,2
"3163",12725077,"BloorDale Music Room",64453479,"Kane","Dovercourt-Wallace Emerson-Junction",43.65948,-79.44004,3,50,2,12,122,0.27,1,365,2
"3164",12731142,"Sunny spacious room",43533857,"Suth","Tam O'Shanter-Sullivan",43.77449,-79.32002,3,34,3,2,1193,0.05,1,0,1
"3165",12737927,"Spacious 3+1br house seconds from Subway & Park",4873041,"Ryan","Annex",43.66669,-79.41647,1,400,2,4,1219,0.09,1,0,1
"3166",12738175,"Charming House in Etobicoke!",56999754,"Chantal","Edenbridge-Humber Valley",43.66152,-79.51786,1,184,1,41,118,0.91,1,362,2
"3167",12742291,"Executive Condo Townhouse-2 BR+2.5 BA& Free PRKG",69304724,"Al","Yonge-Eglinton",43.70801,-79.40298,1,199,3,61,16,1.39,4,61,2
"3168",12751155,"Big Beautiful Room in an  Awesome Apartment",69355113,"Mariam","Henry Farm",43.76828,-79.34192,3,34,2,31,846,0.67,3,50,4
"3169",12751535,"The Nest - Leslieville",69358188,"Maja","South Riverdale",43.65974,-79.34114,3,56,1,141,111,3.09,6,260,3
"3170",12753207,"The Nook - Downtown Toronto",69358188,"Maja","South Riverdale",43.65974,-79.34114,3,70,1,148,89,3.3,6,328,3
"3171",12755113,"Large bright private Bloordale room w/queen bed",16421930,"Rodney","Dovercourt-Wallace Emerson-Junction",43.66425,-79.44571,3,49,5,124,37,2.88,3,60,3
"3172",12760123,"Two storey apartment that has it all!",42298818,"Vanda","High Park North",43.66082,-79.45453,1,160,2,174,34,4.1,4,133,3
"3173",12761270,"Charming studio in trendy Bloordale",21091701,"Laura","Dufferin Grove",43.65687,-79.44642,1,80,4,1,1249,0.02,1,0,1
"3174",12761296,"Spacious Downtown Hub",30066525,"Mark","Church-Yonge Corridor",43.65785,-79.37631,1,155,4,19,915,0.43,2,0,1
"3175",12761297,"Terrific, Newly Renovated  2 Bedroom",42298818,"Vanda","High Park North",43.6612,-79.45519,1,135,2,205,23,4.46,4,152,3
"3176",12761302,"Cozy apartment in Lesliville",20803742,"Jelena","Greenwood-Coxwell",43.66845,-79.32462,1,66,2,37,168,0.81,2,0,2
"3177",12761343,"Beautiful modern 2 bdr in the heart of downtown",12482119,"Maryam","Waterfront Communities-The Island",43.64111,-79.39646,1,220,3,48,68,1.04,1,116,2
"3178",12763777,"Urban Sky Cottage, sauna & pool",69440572,"Joelle","Broadview North",43.68377,-79.35653,1,77,2,9,1250,0.2,1,0,1
"3179",12781117,"Charming Updated Victorian Home",31359875,"Lindy","Roncesvalles",43.64158,-79.44151,1,166,2,2,1262,0.04,1,0,1
"3180",12789095,"Luxury Loft in the Coolest Spot",809517,"Anton","Niagara",43.63936,-79.41649,1,90,1,56,1048,1.22,12,0,1
"3181",12789556,"Beautiful & Bright Annex Apartment",7156905,"Ashleigh","University",43.66388,-79.40971,1,121,3,3,1237,0.07,1,0,1
"3182",12796693,"Boutique apt uptownToronto Yonge&Eg",35499709,"Oakley","Lawrence Park South",43.71774,-79.40184,1,121,30,45,539,0.98,2,103,1
"3183",12797045,"Toronto Junction modern, newly renovated house",8551924,"Vanja","Runnymede-Bloor West Village",43.66301,-79.48186,1,350,5,3,514,0.17,2,269,2
"3184",12799178,"3 min Downtown YONGE BLOOR/SINGLE/GREAT LOCATION",55136561,"James","Bay Street Corridor",43.66923,-79.38715,3,50,1,189,15,4.2,10,348,3
"3185",12806778,"Spacious Room in Trendy Neighbourhood",69801262,"Aaron","Dufferin Grove",43.65348,-79.43319,3,53,5,29,258,0.66,2,10,2
"3186",12810167,"Bright Room in Cottage-Style House",30066525,"Mark","New Toronto",43.60305,-79.49926,3,44,2,9,1287,0.2,2,0,1
